sep=,
DeviceTag:,Xsens_4,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2022.0.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Euler),,,,,,,,,,,,,,,,,
StartTime:,2023-05-17 15:23:43.750 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2023,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1, 3345928314, -91.5556411743164, 42.91514587402344, 81.0953598022461, 0.92577183, -1.4907303, 1.4300508
2, 3345944981, -91.65604400634766, 41.77581024169922, 81.00790405273438, 1.0245849, -1.3294843, 0.7350607
3, 3345961648, -91.8010025024414, 40.694007873535156, 80.92887878417969, 0.7440265, -1.6478392, 0.014483452
4, 3345978315, -92.1065673828125, 39.70108413696289, 80.77557373046875, 0.48445636, -1.6706241, -0.36920452
5, 3345994982, -92.55923461914062, 38.758365631103516, 80.60716247558594, 0.19717643, -1.3588518, -0.6780052
6, 3346011649, -93.2131118774414, 37.845001220703125, 80.46839904785156, -0.3848336, -1.1790526, -0.7822094
7, 3346028316, -94.04987335205078, 36.996604919433594, 80.28489685058594, -0.94767994, -1.0133662, -0.6159725
8, 3346044983, -94.92374420166016, 36.266414642333984, 79.99352264404297, -1.261746, -0.7242164, -0.35648346
9, 3346061650, -95.67001342773438, 35.675167083740234, 79.56629180908203, -1.4434443, -0.6427716, -0.5031252
10, 3346078317, -96.19916534423828, 35.228416442871094, 79.04495239257812, -1.4738413, -0.86231476, -0.8812895
11, 3346094984, -96.56859588623047, 34.898536682128906, 78.53117370605469, -1.6430546, -0.933821, -1.1423807
12, 3346111651, -96.98310852050781, 34.61561965942383, 78.01034545898438, -1.9854527, -0.92226475, -1.2798233
13, 3346128318, -97.4982681274414, 34.33870315551758, 77.41986083984375, -2.184723, -0.8148558, -1.0463858
14, 3346144985, -98.01632690429688, 34.091064453125, 76.72251892089844, -2.1966956, -0.57748705, -0.5122061
15, 3346161652, -98.42120361328125, 33.942596435546875, 75.88204193115234, -2.1758647, -0.20880044, -0.013922691
16, 3346178319, -98.66236877441406, 33.905242919921875, 74.90533447265625, -2.2605784, -0.14824384, 0.24559116
17, 3346194986, -98.76959228515625, 33.968658447265625, 73.86080169677734, -2.2906327, -0.3126468, 0.26996994
18, 3346211653, -98.80712127685547, 34.08736038208008, 72.78771209716797, -2.0761492, -0.20639096, 0.39712524
19, 3346228320, -98.8679428100586, 34.19241714477539, 71.71075439453125, -1.6379312, 0.094139636, 0.51682854
20, 3346244987, -99.01615905761719, 34.29827880859375, 70.62101745605469, -1.2738954, 0.22080018, 0.6456804
21, 3346261654, -99.3114242553711, 34.40962600708008, 69.4935531616211, -1.0973076, 0.15905026, 0.93021584
22, 3346278321, -99.90496063232422, 34.5057373046875, 68.33293151855469, -1.5291805, -0.10528891, 1.1745625
23, 3346294988, -100.72269439697266, 34.64165496826172, 67.02648162841797, -1.95298, -0.9740502, 2.3398247
24, 3346311655, -101.23700714111328, 34.95222091674805, 65.57960510253906, -1.2375576, -0.6506333, 3.467369
25, 3346328322, -101.60208892822266, 35.37408447265625, 64.36041259765625, -0.4139369, 0.65128636, 3.5289135
26, 3346344989, -102.10521697998047, 35.79927062988281, 63.20746612548828, -0.33504614, 0.49882683, 2.9743376
27, 3346361656, -102.4961929321289, 36.21306228637695, 62.016971588134766, -0.32902426, -0.08472281, 3.1498117
28, 3346378323, -102.80767822265625, 36.589473724365234, 60.8373908996582, -0.020414667, -0.17911702, 2.9176998
29, 3346394990, -103.08460998535156, 36.962528228759766, 59.774147033691406, 0.5039789, -0.009459515, 2.3645172
30, 3346411657, -103.34565734863281, 37.327091217041016, 58.90984344482422, 1.003203, 0.5848579, 1.8969641
31, 3346428324, -103.67035675048828, 37.586341857910156, 58.146583557128906, 1.0654109, 0.787484, 1.378293
32, 3346444991, -104.01033782958984, 37.723018646240234, 57.41073989868164, 0.97670627, 0.50735766, 1.0340014
33, 3346461658, -104.37336730957031, 37.750003814697266, 56.685081481933594, 0.7479002, 0.35832927, 0.725276
34, 3346478325, -104.81524658203125, 37.66852569580078, 55.90504455566406, 0.787178, 0.22928295, 0.17522907
35, 3346494992, -105.19194793701172, 37.47394943237305, 55.14323806762695, 0.9747682, 0.34952846, -0.14371014
36, 3346511659, -105.41068267822266, 37.210693359375, 54.48994827270508, 0.97539467, 0.58421797, -0.46926022
37, 3346528326, -105.52210998535156, 36.949745178222656, 53.92809295654297, 0.754763, 0.60560834, -0.7922478
38, 3346544993, -105.5938949584961, 36.741844177246094, 53.416839599609375, 0.36874312, 0.5134408, -1.0485802
39, 3346561660, -105.59835052490234, 36.58489227294922, 52.92839431762695, 0.119566806, 0.46532246, -1.1505404
40, 3346578327, -105.48869323730469, 36.47677230834961, 52.4658203125, 0.12007155, 0.6332518, -1.1911354
41, 3346594994, -105.26083374023438, 36.42311096191406, 52.04365539550781, 0.27375206, 0.8982136, -1.365138
42, 3346611661, -105.01956939697266, 36.401912689208984, 51.64955139160156, 0.41540486, 0.9364288, -1.6939564
43, 3346628328, -104.81739807128906, 36.39754867553711, 51.32946014404297, 0.4087412, 0.79592603, -1.9331694
44, 3346644995, -104.68172454833984, 36.40727233886719, 51.11478042602539, 0.14359747, 0.7318006, -1.8758597
45, 3346661662, -104.68633270263672, 36.4398078918457, 50.929656982421875, -0.17581317, 0.5542587, -1.4816246
46, 3346678329, -104.80559539794922, 36.50209045410156, 50.725467681884766, -0.45394188, 0.33058867, -0.9590006
47, 3346694996, -104.95032501220703, 36.58694839477539, 50.49876022338867, -0.5644052, 0.089438036, -0.6187706
48, 3346711663, -104.9974365234375, 36.70732498168945, 50.2942008972168, -0.45362854, -0.038102925, -0.6124172
49, 3346728330, -104.88362884521484, 36.88812255859375, 50.158756256103516, -0.14308305, -0.07882743, -0.80959797
50, 3346744997, -104.64578247070312, 37.11238479614258, 50.10352325439453, -0.019197863, -0.2542089, -1.0020266
51, 3346761664, -104.44483947753906, 37.360687255859375, 50.127967834472656, -0.11195331, -0.42048755, -1.0439749
52, 3346778331, -104.35826873779297, 37.587337493896484, 50.167823791503906, -0.117606536, -0.43300918, -0.8798704
53, 3346794998, -104.27415466308594, 37.79203414916992, 50.22191619873047, 0.1459377, -0.29576105, -0.67154026
54, 3346811665, -104.04322814941406, 38.0233154296875, 50.3250617980957, 0.65474576, -0.11731458, -0.8627672
55, 3346828332, -103.54863739013672, 38.30301284790039, 50.55266189575195, 1.1073272, -0.08732137, -1.1903162
56, 3346844999, -102.90113067626953, 38.633296966552734, 50.923519134521484, 1.1651382, -0.33169588, -1.5312462
57, 3346861666, -102.36848449707031, 38.98167419433594, 51.35074234008789, 1.0317217, -0.6151926, -1.5919228
58, 3346878333, -102.05252075195312, 39.29286193847656, 51.779659271240234, 0.8372943, -0.687788, -1.1480789
59, 3346895000, -101.86530303955078, 39.565086364746094, 52.17702865600586, 0.8773204, -0.60005003, -0.58839035
60, 3346911667, -101.5833969116211, 39.83379364013672, 52.55278778076172, 1.1451107, -0.40302157, -0.21667099
61, 3346928334, -101.0741958618164, 40.15297317504883, 52.92532730102539, 1.2945025, -0.4777833, -0.32515526
62, 3346945001, -100.3774642944336, 40.541259765625, 53.27513885498047, 1.3405107, -0.725701, -0.74295807
63, 3346961668, -99.6527099609375, 40.95353698730469, 53.667266845703125, 1.3522408, -0.9609928, -1.2274332
64, 3346978335, -99.08292388916016, 41.34309768676758, 54.06742858886719, 1.2623261, -1.1769314, -1.3271713
65, 3346995002, -98.69728088378906, 41.683509826660156, 54.451576232910156, 1.1373702, -1.0127654, -0.9594116
66, 3347011669, -98.40914154052734, 41.975799560546875, 54.79560852050781, 1.2695479, -0.6380837, -0.60643005
67, 3347028336, -98.04550170898438, 42.28041458129883, 55.106712341308594, 1.3269309, -0.5063411, -0.4848299
68, 3347045003, -97.53633117675781, 42.640533447265625, 55.41035461425781, 1.2063698, -0.5132148, -0.5816488
69, 3347061670, -97.01871490478516, 43.02883529663086, 55.64217758178711, 1.1002976, -0.639887, -0.828743
70, 3347078337, -96.57289123535156, 43.38532638549805, 55.796875, 1.0894994, -0.65569806, -0.8442478
71, 3347095004, -96.18944549560547, 43.69171142578125, 55.91286087036133, 1.038936, -0.51324767, -0.76865196
72, 3347111671, -95.89379119873047, 43.970855712890625, 56.02315902709961, 0.78161705, -0.5449056, -0.78586674
73, 3347128338, -95.72406768798828, 44.279502868652344, 56.16680908203125, 0.5489079, -0.4332604, -0.77664185
74, 3347145005, -95.62763214111328, 44.67001724243164, 56.34877014160156, 0.5713141, -0.18832733, -0.6962795
75, 3347161672, -95.45313262939453, 45.1488151550293, 56.60704803466797, 0.8930059, 0.041951593, -0.5410538
76, 3347178339, -95.11751556396484, 45.6805305480957, 56.95304489135742, 1.1191953, 0.39279428, -0.54502964
77, 3347195006, -94.69515228271484, 46.2215690612793, 57.313941955566406, 1.1203127, 0.5458489, -0.58567333
78, 3347211673, -94.26395416259766, 46.756744384765625, 57.66145324707031, 0.9153655, 0.5059598, -0.7605257
79, 3347228340, -93.92694854736328, 47.29999542236328, 58.023685455322266, 0.68129903, 0.4987924, -1.0405569
80, 3347245007, -93.73655700683594, 47.8696403503418, 58.4488525390625, 0.505085, 0.5530513, -1.2370949
81, 3347261674, -93.66450500488281, 48.46766662597656, 58.913394927978516, 0.6166123, 0.7708535, -1.1337738
82, 3347278341, -93.56768035888672, 49.10287857055664, 59.43519973754883, 0.85271674, 0.94137645, -0.8433933
83, 3347295008, -93.33612823486328, 49.791526794433594, 60.061248779296875, 0.96727645, 1.0222863, -0.85287
84, 3347311675, -93.00225830078125, 50.51847457885742, 60.8001594543457, 0.8154822, 0.9459171, -0.99870586
85, 3347328342, -92.64430236816406, 51.273929595947266, 61.68764114379883, 0.4128914, 0.66914415, -1.1032066
86, 3347345009, -92.36188507080078, 52.05945587158203, 62.73301315307617, -0.21137698, 0.53509897, -0.9285736
87, 3347361676, -92.28523254394531, 52.860843658447266, 63.78427505493164, -0.86007327, 0.014044884, -0.08205509
88, 3347378343, -92.05923461914062, 53.6547737121582, 64.75251007080078, -0.50871944, -0.35861394, 0.9366503
89, 3347395010, -91.5082778930664, 54.40771484375, 65.8850326538086, -0.35630548, -0.15949906, 0.5766239
90, 3347411677, -90.7867660522461, 55.185447692871094, 67.18436431884766, -0.8795329, -0.22957529, -0.11207199
