sep=,
DeviceTag:,Xsens_3,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2022.0.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Euler),,,,,,,,,,,,,,,,,
StartTime:,2023-05-17 15:27:09.390 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2023,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1, 3551582427, -123.85127258300781, 72.45372772216797, -94.47755432128906, 0.07336678, 0.122794665, -0.13654327
2, 3551599094, -123.8271484375, 72.46322631835938, -94.47945404052734, 0.027266793, 0.022374596, -0.14837265
3, 3551615761, -123.79519653320312, 72.47416687011719, -94.49072265625, 0.04064026, -0.012852676, -0.1992712
4, 3551632428, -123.76481628417969, 72.4767074584961, -94.53508758544922, 0.060464725, 0.0041153766, -0.22871399
5, 3551649095, -123.75035095214844, 72.47278594970703, -94.5992431640625, 0.10440424, 0.061712373, -0.26972008
6, 3551665762, -123.75802612304688, 72.46513366699219, -94.66266632080078, 0.13954316, 0.17470583, -0.29561996
7, 3551682429, -123.80219268798828, 72.45508575439453, -94.73461151123047, 0.22446959, 0.1922861, -0.27569294
8, 3551699096, -123.88963317871094, 72.4393310546875, -94.83514404296875, 0.29916763, 0.14868551, -0.21087837
9, 3551715763, -124.0179214477539, 72.42498779296875, -94.961181640625, 0.3134635, 0.12602678, -0.12800598
10, 3551732430, -124.14635467529297, 72.41991424560547, -95.08534240722656, 0.25692636, 0.18628548, -0.087750435
11, 3551749097, -124.24816131591797, 72.4255599975586, -95.16667175292969, 0.21349868, 0.22582072, -0.075865746
12, 3551765764, -124.33478546142578, 72.43370819091797, -95.2290267944336, 0.15393695, 0.17263761, -0.09836674
13, 3551782431, -124.39115905761719, 72.44457244873047, -95.26507568359375, 0.123590596, 0.0935932, -0.114393234
